2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance transportation 5 1 sinabc3
presolving:
(round 1, fast)       25 del vars, 25 del conss, 0 add conss, 25 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 25 deleted vars, 25 deleted constraints, 0 added constraints, 25 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 50 variables (0 bin, 0 int, 0 impl, 50 cont) and 35 constraints
     10 constraints of type <linear>
     25 constraints of type <nonlinear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 27.4s|  7200 |  6967 |430556 |  59.8 |    79M |  24 | 125 |  37 | 298 | 250k| 11 |   2 |   0 | 4.170331e+01 | 5.457524e+01 |  30.87%|  25.64%
 27.8s|  7300 |  7065 |436963 |  59.8 |    79M |  24 | 125 |  37 | 282 | 253k|  8 |   2 |   0 | 4.177032e+01 | 5.457524e+01 |  30.66%|  25.73%
 28.1s|  7400 |  7163 |442776 |  59.8 |    80M |  24 | 125 |  37 | 193 | 257k|  6 |   2 |   0 | 4.177032e+01 | 5.457524e+01 |  30.66%|  25.81%
 28.5s|  7500 |  7257 |448857 |  59.8 |    83M |  24 | 125 |  37 | 235 | 260k|  3 |   2 |   0 | 4.180216e+01 | 5.457524e+01 |  30.56%|  25.87%
 28.9s|  7600 |  7349 |455693 |  59.9 |    83M |  24 | 125 |  37 | 206 | 264k| 10 |   2 |   0 | 4.185625e+01 | 5.457524e+01 |  30.39%|  26.01%
 29.4s|  7700 |  7439 |462825 |  60.1 |    85M |  24 | 125 |  37 | 288 | 268k| 10 |   2 |   0 | 4.186982e+01 | 5.457524e+01 |  30.35%|  26.10%
 29.8s|  7800 |  7527 |470104 |  60.2 |    86M |  24 | 125 |  37 | 281 | 272k|  9 |   2 |   0 | 4.193772e+01 | 5.457524e+01 |  30.13%|  26.30%
 30.2s|  7900 |  7617 |477083 |  60.4 |    86M |  24 | 125 |  37 | 193 | 276k|  1 |   2 |   0 | 4.198176e+01 | 5.457524e+01 |  30.00%|  26.38%
 30.5s|  8000 |  7713 |482814 |  60.3 |    88M |  25 | 125 |  37 | 182 | 279k|  1 |   2 |   0 | 4.200335e+01 | 5.457524e+01 |  29.93%|  26.47%
 30.9s|  8100 |  7811 |489754 |  60.4 |    89M |  25 | 125 |  37 | 217 | 283k|  1 |   2 |   0 | 4.200992e+01 | 5.457524e+01 |  29.91%|  26.54%
 31.3s|  8200 |  7901 |495917 |  60.5 |    90M |  25 | 125 |  37 | 252 | 286k| 11 |   2 |   0 | 4.204108e+01 | 5.457524e+01 |  29.81%|  26.67%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 31.7s|  8300 |  7991 |502825 |  60.6 |    91M |  25 | 125 |  37 | 264 | 290k| 10 |   2 |   0 | 4.207173e+01 | 5.457524e+01 |  29.72%|  26.78%
 32.1s|  8400 |  8081 |509926 |  60.7 |    92M |  25 | 125 |  37 | 282 | 294k| 10 |   2 |   0 | 4.210872e+01 | 5.457524e+01 |  29.61%|  26.85%
 32.5s|  8500 |  8177 |516446 |  60.7 |    93M |  25 | 125 |  37 | 235 | 298k| 12 |   2 |   0 | 4.220018e+01 | 5.457524e+01 |  29.32%|  26.93%
 32.9s|  8600 |  8271 |524464 |  61.0 |    93M |  25 | 125 |  37 | 215 | 303k|  9 |   2 |   0 | 4.220270e+01 | 5.457524e+01 |  29.32%|  27.03%
 33.4s|  8700 |  8359 |531986 |  61.1 |    94M |  25 | 125 |  37 | 235 | 307k| 12 |   2 |   0 | 4.222641e+01 | 5.457524e+01 |  29.24%|  27.15%
 33.8s|  8800 |  8455 |538839 |  61.2 |    96M |  25 | 125 |  37 | 318 | 311k| 10 |   2 |   0 | 4.225937e+01 | 5.457524e+01 |  29.14%|  27.26%
 34.2s|  8900 |  8553 |546351 |  61.4 |    97M |  25 | 125 |  37 | 274 | 315k| 10 |   2 |   0 | 4.228586e+01 | 5.457524e+01 |  29.06%|  27.32%
 34.6s|  9000 |  8647 |552904 |  61.4 |    97M |  25 | 125 |  37 | 286 | 319k|  9 |   2 |   0 | 4.228851e+01 | 5.457524e+01 |  29.05%|  27.39%
 35.0s|  9100 |  8741 |558837 |  61.4 |    98M |  26 | 125 |  37 | 289 | 322k|  5 |   2 |   0 | 4.228955e+01 | 5.457524e+01 |  29.05%|  27.52%
 35.4s|  9200 |  8831 |566205 |  61.5 |    99M |  26 | 125 |  37 | 290 | 326k|  8 |   2 |   0 | 4.229604e+01 | 5.457524e+01 |  29.03%|  27.56%
 35.7s|  9300 |  8919 |572682 |  61.6 |   101M |  26 | 125 |  37 | 258 | 329k|  7 |   2 |   0 | 4.231015e+01 | 5.457524e+01 |  28.99%|  27.69%
 36.1s|  9400 |  9011 |579226 |  61.6 |   101M |  26 | 125 |  37 | 268 | 333k|  7 |   2 |   0 | 4.232299e+01 | 5.457524e+01 |  28.95%|  27.73%
 36.5s|  9500 |  9105 |585167 |  61.6 |   102M |  26 | 125 |  37 | 197 | 337k|  9 |   2 |   0 | 4.235673e+01 | 5.457524e+01 |  28.85%|  27.88%
 36.9s|  9600 |  9203 |591686 |  61.6 |   103M |  26 | 125 |  37 | 272 | 340k| 11 |   2 |   0 | 4.237773e+01 | 5.457524e+01 |  28.78%|  27.91%
 37.3s|  9700 |  9279 |598780 |  61.7 |   104M |  26 | 125 |  37 | 224 | 344k|  1 |   2 |   0 | 4.246067e+01 | 5.457524e+01 |  28.53%|  27.99%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 37.7s|  9800 |  9367 |605746 |  61.8 |   104M |  26 | 125 |  37 | 264 | 348k|  8 |   2 |   0 | 4.249716e+01 | 5.457524e+01 |  28.42%|  28.10%
 38.1s|  9900 |  9449 |612937 |  61.9 |   106M |  26 | 125 |  37 | 225 | 352k|  1 |   2 |   0 | 4.255419e+01 | 5.457524e+01 |  28.25%|  28.25%
 38.5s| 10000 |  9537 |619999 |  62.0 |   107M |  26 | 125 |  37 | 253 | 356k|  6 |   2 |   0 | 4.257895e+01 | 5.457524e+01 |  28.17%|  28.30%
