solving instance mcf nodes c40 3 6 log
presolving:
(round 1, fast)       248 del vars, 248 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       476 del vars, 248 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, fast)       476 del vars, 248 del conss, 0 add conss, 20 chg bounds, 228 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.4s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.5s) no symmetry present (symcode time: 0.02)
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 476 deleted vars, 248 deleted constraints, 0 added constraints, 20 tightened bounds, 0 added holes, 228 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 45640 variables (0 bin, 0 int, 0 impl, 45640 cont) and 4268 constraints
   4248 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.42

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 2633s|  9900 |  9896 |  2727k| 272.8 |   358M |  19 |  45k|4268 |4304 |  10k|  2 |   2 |   0 | 1.049884e+04 | 1.422449e+04 |  35.49%| unknown
 2653s| 10000 |  9996 |  2755k| 272.8 |   358M |  19 |  45k|4268 |4303 |  10k|  2 |   2 |   0 | 1.050248e+04 | 1.422449e+04 |  35.44%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 2678s| 10100 | 10094 |  2790k| 273.6 |   359M |  19 |  45k|4268 |4302 |  10k|  2 |   3 |   0 | 1.050653e+04 | 1.422449e+04 |  35.39%| unknown
 2703s| 10200 | 10194 |  2825k| 274.4 |   360M |  19 |  45k|4268 |4300 |  10k|  2 |   3 |   0 | 1.051940e+04 | 1.422449e+04 |  35.22%| unknown
 2728s| 10300 | 10294 |  2862k| 275.3 |   360M |  19 |  45k|4268 |4304 |  11k|  2 |   3 |   0 | 1.053242e+04 | 1.422449e+04 |  35.05%| unknown
 2757s| 10400 | 10394 |  2901k| 276.4 |   361M |  19 |  45k|4268 |4306 |  11k|  2 |   3 |   0 | 1.053334e+04 | 1.422449e+04 |  35.04%| unknown
 2777s| 10500 | 10494 |  2930k| 276.5 |   362M |  19 |  45k|4268 |4306 |  11k|  2 |   3 |   0 | 1.054346e+04 | 1.422449e+04 |  34.91%| unknown
 2800s| 10600 | 10594 |  2963k| 277.0 |   363M |  19 |  45k|4268 |4305 |  11k|  2 |   3 |   0 | 1.055725e+04 | 1.422449e+04 |  34.74%| unknown
 2925s| 10700 | 10694 |  2996k| 277.5 |   364M |  19 |  45k|4268 |4304 |  11k|  2 |   3 |   0 | 1.056330e+04 | 1.422449e+04 |  34.66%| unknown
 2948s| 10800 | 10794 |  3031k| 278.2 |   364M |  19 |  45k|4268 |4306 |  11k|  2 |   3 |   0 | 1.057631e+04 | 1.422449e+04 |  34.49%| unknown
 2971s| 10900 | 10894 |  3067k| 278.9 |   365M |  19 |  45k|4268 |4305 |  11k|  2 |   3 |   0 | 1.057950e+04 | 1.422449e+04 |  34.45%| unknown
