2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance knapsack 20 8 divexp
feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       20 del vars, 40 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       20 del vars, 40 del conss, 0 add conss, 40 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 20 deleted vars, 40 deleted constraints, 0 added constraints, 40 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 40 variables (0 bin, 0 int, 0 impl, 40 cont) and 21 constraints
      1 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 20.9s|  5800 |  1206 |457902 |  78.9 |    37M |  46 | 100 |  21 | 818 | 237k|  3 |   0 |   0 |-6.329409e+02 |-6.273060e+02 |   0.90%|  96.61%
 21.1s|  5900 |  1216 |460287 |  78.0 |    37M |  47 | 100 |  21 | 813 | 238k|  4 |   0 |   0 |-6.328430e+02 |-6.273060e+02 |   0.88%|  96.68%
 21.3s|  6000 |  1224 |462921 |  77.1 |    37M |  48 | 100 |  21 | 757 | 239k|  4 |   0 |   0 |-6.327329e+02 |-6.273060e+02 |   0.87%|  96.73%
 21.5s|  6100 |  1220 |465424 |  76.2 |    37M |  48 | 100 |  21 | 826 | 239k|  3 |   0 |   0 |-6.322333e+02 |-6.273060e+02 |   0.79%|  96.83%
 21.7s|  6200 |  1248 |468395 |  75.5 |    37M |  48 | 100 |  21 | 724 | 240k|  1 |   0 |   0 |-6.318817e+02 |-6.273060e+02 |   0.73%|  97.08%
 21.9s|  6300 |  1258 |470798 |  74.7 |    37M |  48 | 100 |  21 | 846 | 241k|  1 |   0 |   0 |-6.314727e+02 |-6.273060e+02 |   0.66%|  97.19%
 22.0s|  6400 |  1272 |473072 |  73.9 |    37M |  48 | 100 |  21 | 826 | 241k|  4 |   0 |   0 |-6.312618e+02 |-6.273060e+02 |   0.63%|  97.23%
 22.2s|  6500 |  1282 |475403 |  73.1 |    37M |  48 | 100 |  21 | 750 | 241k|  3 |   0 |   0 |-6.311963e+02 |-6.273060e+02 |   0.62%|  97.24%
 22.4s|  6600 |  1286 |477647 |  72.3 |    37M |  48 | 100 |  21 | 812 | 242k|  2 |   0 |   0 |-6.310431e+02 |-6.273060e+02 |   0.60%|  97.28%
 22.5s|  6700 |  1284 |480306 |  71.6 |    37M |  48 | 100 |  21 | 792 | 243k|  1 |   0 |   0 |-6.308386e+02 |-6.273060e+02 |   0.56%|  98.49%
